sample,month,dMLA_set,wwtp,well,X2,n,threshold,real_n
Chur_Jul_3,Jul,set_2,Chur,G7,C2bT,382,1,381
Chur_Jul_3,Jul,set_2,Chur,G7,C5aT,1,16.457441,0
Chur_Jul_3,Jul,set_2,Chur,G7,C7aT,5,9.303844,0
Chur_Jul_3,Jul,set_2,Chur,G7,C7bT,4,0,4
Chur_Jul_3,Jul,set_2,Chur,G7,C8aT,2,3.25,0
Chur_Jul_3,Jul,set_2,Chur,G7,C8bT,1,3.2320509,0
Chur_Jul_3,Jul,set_2,Chur,G7,C9aT,14,50.47361,0
Chur_Jul_3,Jul,set_2,Chur,G7,C9bT,7,18.92615,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C0aT,26,79.290368,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C10bT,1,3.6213204,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C12aT,7,21.923991,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C18bT,24,79.7967,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C1aT,164,0,164
Geneva_Jul_1,Jul,set_2,Geneva,G10,C1bT,351,1,350
Geneva_Jul_1,Jul,set_2,Geneva,G10,C20aT,9,25.812391,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C20bT,4,9.578331,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C27aT,36,77.54093,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C27bT,42,56.99511,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C3bT,1,1,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C5aT,1,16.457441,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C5bT,1,7.41996,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C6aT,21,0,21
Geneva_Jul_1,Jul,set_2,Geneva,G10,C6bT,39,0,39
Geneva_Jul_1,Jul,set_2,Geneva,G10,C7aT,7,9.303844,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C7bT,2,0,2
Geneva_Jul_1,Jul,set_2,Geneva,G10,C8aT,176,3.25,172.75
Geneva_Jul_1,Jul,set_2,Geneva,G10,C8bT,38,3.2320509,34.7679491
Geneva_Jul_1,Jul,set_2,Geneva,G10,C9aT,19,50.47361,0
Geneva_Jul_1,Jul,set_2,Geneva,G10,C9bT,10,18.92615,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C0aT,266,79.290368,186.709632
Geneva_Jul_2,Jul,set_2,Geneva,G11,C0bT,10,3.0653839,6.9346161
Geneva_Jul_2,Jul,set_2,Geneva,G11,C12aT,6,21.923991,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C18bT,9,79.7967,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C1aT,41,0,41
Geneva_Jul_2,Jul,set_2,Geneva,G11,C1bT,124,1,123
Geneva_Jul_2,Jul,set_2,Geneva,G11,C20aT,3,25.812391,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C20bT,1,9.578331,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C27aT,8,77.54093,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C27bT,13,56.99511,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C5aT,1,16.457441,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C6aT,1,0,1
Geneva_Jul_2,Jul,set_2,Geneva,G11,C6bT,12,0,12
Geneva_Jul_2,Jul,set_2,Geneva,G11,C7aT,2,9.303844,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C7bT,1,0,1
Geneva_Jul_2,Jul,set_2,Geneva,G11,C8aT,73,3.25,69.75
Geneva_Jul_2,Jul,set_2,Geneva,G11,C8bT,17,3.2320509,13.7679491
Geneva_Jul_2,Jul,set_2,Geneva,G11,C9aT,8,50.47361,0
Geneva_Jul_2,Jul,set_2,Geneva,G11,C9bT,4,18.92615,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C0aT,35,79.290368,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C10bT,4,3.6213204,0.3786796
Geneva_Jul_3,Jul,set_2,Geneva,G12,C12aT,14,21.923991,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C13aT,1,2,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C18bT,58,79.7967,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C1bT,2,1,1
Geneva_Jul_3,Jul,set_2,Geneva,G12,C20aT,7,25.812391,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C20bT,4,9.578331,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C27aT,52,77.54093,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C27bT,59,56.99511,2.00489
Geneva_Jul_3,Jul,set_2,Geneva,G12,C2bT,1,1,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C3aT,54,0,54
Geneva_Jul_3,Jul,set_2,Geneva,G12,C3bT,282,1,281
Geneva_Jul_3,Jul,set_2,Geneva,G12,C5aT,10,16.457441,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C5bT,1,7.41996,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C7aT,8,9.303844,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C7bT,3,0,3
Geneva_Jul_3,Jul,set_2,Geneva,G12,C8aT,1,3.25,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C8bT,2,3.2320509,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C9aT,33,50.47361,0
Geneva_Jul_3,Jul,set_2,Geneva,G12,C9bT,15,18.92615,0
Laupen_Jul_1,Jul,set_2,Laupen,H3,C0aT,82,79.290368,2.709632
Laupen_Jul_1,Jul,set_2,Laupen,H3,C10bT,7,3.6213204,3.3786796
Laupen_Jul_1,Jul,set_2,Laupen,H3,C12aT,27,21.923991,5.076009
Laupen_Jul_1,Jul,set_2,Laupen,H3,C12bT,1,1,0
Laupen_Jul_1,Jul,set_2,Laupen,H3,C13aT,3,2,1
Laupen_Jul_1,Jul,set_2,Laupen,H3,C14aT,5,0,5
Laupen_Jul_1,Jul,set_2,Laupen,H3,C14bT,2,0,2
Laupen_Jul_1,Jul,set_2,Laupen,H3,C18bT,142,79.7967,62.2033
Laupen_Jul_1,Jul,set_2,Laupen,H3,C20aT,26,25.812391,0.187609
Laupen_Jul_1,Jul,set_2,Laupen,H3,C20bT,21,9.578331,11.421669
Laupen_Jul_1,Jul,set_2,Laupen,H3,C27aT,205,77.54093,127.45907
Laupen_Jul_1,Jul,set_2,Laupen,H3,C27bT,182,56.99511,125.00489
Laupen_Jul_1,Jul,set_2,Laupen,H3,C2aT,1,1,0
Laupen_Jul_1,Jul,set_2,Laupen,H3,C2bT,3,1,2
Laupen_Jul_1,Jul,set_2,Laupen,H3,C3aT,1,0,1
Laupen_Jul_1,Jul,set_2,Laupen,H3,C3bT,1,1,0
Laupen_Jul_1,Jul,set_2,Laupen,H3,C5aT,13,16.457441,0
Laupen_Jul_1,Jul,set_2,Laupen,H3,C5bT,6,7.41996,0
Laupen_Jul_1,Jul,set_2,Laupen,H3,C6bT,1,0,1
Laupen_Jul_1,Jul,set_2,Laupen,H3,C7aT,19,9.303844,9.696156
Laupen_Jul_1,Jul,set_2,Laupen,H3,C7bT,22,0,22
Laupen_Jul_1,Jul,set_2,Laupen,H3,C8aT,2656,3.25,2652.75
Laupen_Jul_1,Jul,set_2,Laupen,H3,C8bT,650,3.2320509,646.7679491
Laupen_Jul_1,Jul,set_2,Laupen,H3,C9aT,66,50.47361,15.52639
Laupen_Jul_1,Jul,set_2,Laupen,H3,C9bT,53,18.92615,34.07385
Laupen_Jul_2,Jul,set_2,Laupen,H4,C0aT,72,79.290368,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C0bT,1,3.0653839,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C10aT,1,3.6213204,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C10bT,1,3.6213204,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C12aT,21,21.923991,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C12bT,1,1,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C13aT,1,2,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C15aT,2,0,2
Laupen_Jul_2,Jul,set_2,Laupen,H4,C15bT,1,1,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C18bT,109,79.7967,29.2033
Laupen_Jul_2,Jul,set_2,Laupen,H4,C1bT,1,1,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C20aT,16,25.812391,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C20bT,12,9.578331,2.421669
Laupen_Jul_2,Jul,set_2,Laupen,H4,C27aT,97,77.54093,19.45907
Laupen_Jul_2,Jul,set_2,Laupen,H4,C27bT,126,56.99511,69.00489
Laupen_Jul_2,Jul,set_2,Laupen,H4,C2aT,1,1,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C2bT,4,1,3
Laupen_Jul_2,Jul,set_2,Laupen,H4,C3bT,1,1,0
Laupen_Jul_2,Jul,set_2,Laupen,H4,C5aT,2231,16.457441,2214.542559
Laupen_Jul_2,Jul,set_2,Laupen,H4,C5bT,800,7.41996,792.58004
Laupen_Jul_2,Jul,set_2,Laupen,H4,C7aT,10,9.303844,0.696156
Laupen_Jul_2,Jul,set_2,Laupen,H4,C7bT,6,0,6
Laupen_Jul_2,Jul,set_2,Laupen,H4,C8aT,8,3.25,4.75
Laupen_Jul_2,Jul,set_2,Laupen,H4,C8bT,4,3.2320509,0.7679491
Laupen_Jul_2,Jul,set_2,Laupen,H4,C9aT,64,50.47361,13.52639
Laupen_Jul_2,Jul,set_2,Laupen,H4,C9bT,19,18.92615,0.07385
Laupen_Jul_3,Jul,set_2,Laupen,H5,C0aT,72,79.290368,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C10aT,1,3.6213204,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C10bT,5,3.6213204,1.3786796
Laupen_Jul_3,Jul,set_2,Laupen,H5,C12aT,22,21.923991,0.076009
Laupen_Jul_3,Jul,set_2,Laupen,H5,C13aT,5,2,3
Laupen_Jul_3,Jul,set_2,Laupen,H5,C14aT,2,0,2
Laupen_Jul_3,Jul,set_2,Laupen,H5,C14bT,2,0,2
Laupen_Jul_3,Jul,set_2,Laupen,H5,C15aT,1,0,1
Laupen_Jul_3,Jul,set_2,Laupen,H5,C18bT,129,79.7967,49.2033
Laupen_Jul_3,Jul,set_2,Laupen,H5,C20aT,16,25.812391,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C20bT,5,9.578331,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C27aT,136,77.54093,58.45907
Laupen_Jul_3,Jul,set_2,Laupen,H5,C27bT,106,56.99511,49.00489
Laupen_Jul_3,Jul,set_2,Laupen,H5,C2aT,2,1,1
Laupen_Jul_3,Jul,set_2,Laupen,H5,C2bT,1,1,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C3bT,2,1,1
Laupen_Jul_3,Jul,set_2,Laupen,H5,C5aT,10,16.457441,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C5bT,1,7.41996,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C7aT,10,9.303844,0.696156
Laupen_Jul_3,Jul,set_2,Laupen,H5,C7bT,22,0,22
Laupen_Jul_3,Jul,set_2,Laupen,H5,C8aT,2155,3.25,2151.75
Laupen_Jul_3,Jul,set_2,Laupen,H5,C8bT,418,3.2320509,414.7679491
Laupen_Jul_3,Jul,set_2,Laupen,H5,C9aT,40,50.47361,0
Laupen_Jul_3,Jul,set_2,Laupen,H5,C9bT,35,18.92615,16.07385
Lugano_Jul_1,Jul,set_2,Lugano,F12,C0aT,845,79.290368,765.709632
Lugano_Jul_1,Jul,set_2,Lugano,F12,C0bT,58,3.0653839,54.9346161
Lugano_Jul_1,Jul,set_2,Lugano,F12,C10bT,1,3.6213204,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C12aT,20,21.923991,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C13aT,1,2,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C14aT,135,0,135
Lugano_Jul_1,Jul,set_2,Lugano,F12,C14bT,162,0,162
Lugano_Jul_1,Jul,set_2,Lugano,F12,C18bT,63,79.7967,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C20aT,19,25.812391,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C20bT,8,9.578331,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C27aT,43,77.54093,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C27bT,59,56.99511,2.00489
Lugano_Jul_1,Jul,set_2,Lugano,F12,C2aT,1,1,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C2bT,1,1,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C3aT,1,0,1
Lugano_Jul_1,Jul,set_2,Lugano,F12,C5aT,7,16.457441,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C5bT,4,7.41996,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C7aT,9,9.303844,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C8aT,4,3.25,0.75
Lugano_Jul_1,Jul,set_2,Lugano,F12,C8bT,1,3.2320509,0
Lugano_Jul_1,Jul,set_2,Lugano,F12,C9aT,56,50.47361,5.52639
Lugano_Jul_1,Jul,set_2,Lugano,F12,C9bT,35,18.92615,16.07385
Lugano_Jul_2,Jul,set_2,Lugano,G1,C0aT,51,79.290368,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C12aT,10,21.923991,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C12bT,1,1,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C13aT,2,2,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C14aT,2,0,2
Lugano_Jul_2,Jul,set_2,Lugano,G1,C18aT,3,1,2
Lugano_Jul_2,Jul,set_2,Lugano,G1,C18bT,88,79.7967,8.2033
Lugano_Jul_2,Jul,set_2,Lugano,G1,C20aT,10,25.812391,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C20bT,3,9.578331,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C27aT,52,77.54093,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C27bT,79,56.99511,22.00489
Lugano_Jul_2,Jul,set_2,Lugano,G1,C2aT,134,1,133
Lugano_Jul_2,Jul,set_2,Lugano,G1,C2bT,269,1,268
Lugano_Jul_2,Jul,set_2,Lugano,G1,C3aT,68,0,68
Lugano_Jul_2,Jul,set_2,Lugano,G1,C3bT,316,1,315
Lugano_Jul_2,Jul,set_2,Lugano,G1,C5aT,7,16.457441,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C5bT,2,7.41996,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C7aT,4,9.303844,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C7bT,1,0,1
Lugano_Jul_2,Jul,set_2,Lugano,G1,C8aT,2,3.25,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C8bT,1,3.2320509,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C9aT,38,50.47361,0
Lugano_Jul_2,Jul,set_2,Lugano,G1,C9bT,14,18.92615,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C0aT,34,79.290368,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C12aT,21,21.923991,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C12bT,9,1,8
Lugano_Jul_3,Jul,set_2,Lugano,G2,C13aT,1,2,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C14bT,1,0,1
Lugano_Jul_3,Jul,set_2,Lugano,G2,C15aT,1,0,1
Lugano_Jul_3,Jul,set_2,Lugano,G2,C15bT,1,1,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C18bT,52,79.7967,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C1aT,16,0,16
Lugano_Jul_3,Jul,set_2,Lugano,G2,C1bT,1,1,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C20aT,5,25.812391,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C20bT,1,9.578331,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C27aT,38,77.54093,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C27bT,52,56.99511,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C2aT,1,1,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C2bT,4,1,3
Lugano_Jul_3,Jul,set_2,Lugano,G2,C3aT,1,0,1
Lugano_Jul_3,Jul,set_2,Lugano,G2,C5aT,6,16.457441,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C5bT,3,7.41996,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C7aT,10,9.303844,0.696156
Lugano_Jul_3,Jul,set_2,Lugano,G2,C8aT,2,3.25,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C8bT,3,3.2320509,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C9aT,28,50.47361,0
Lugano_Jul_3,Jul,set_2,Lugano,G2,C9bT,19,18.92615,0.07385
Zurich_Jul_1,Jul,set_2,Zurich,H6,C0aT,970,79.290368,890.709632
Zurich_Jul_1,Jul,set_2,Zurich,H6,C0bT,50,3.0653839,46.9346161
Zurich_Jul_1,Jul,set_2,Zurich,H6,C10bT,8,3.6213204,4.3786796
Zurich_Jul_1,Jul,set_2,Zurich,H6,C12aT,17,21.923991,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C12bT,2,1,1
Zurich_Jul_1,Jul,set_2,Zurich,H6,C13aT,5,2,3
Zurich_Jul_1,Jul,set_2,Zurich,H6,C14aT,1,0,1
Zurich_Jul_1,Jul,set_2,Zurich,H6,C15bT,1,1,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C18aT,1,1,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C18bT,133,79.7967,53.2033
Zurich_Jul_1,Jul,set_2,Zurich,H6,C20aT,8,25.812391,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C20bT,12,9.578331,2.421669
Zurich_Jul_1,Jul,set_2,Zurich,H6,C27aT,120,77.54093,42.45907
Zurich_Jul_1,Jul,set_2,Zurich,H6,C27bT,149,56.99511,92.00489
Zurich_Jul_1,Jul,set_2,Zurich,H6,C2bT,8,1,7
Zurich_Jul_1,Jul,set_2,Zurich,H6,C3aT,1,0,1
Zurich_Jul_1,Jul,set_2,Zurich,H6,C3bT,3,1,2
Zurich_Jul_1,Jul,set_2,Zurich,H6,C5aT,12,16.457441,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C5bT,8,7.41996,0.58004
Zurich_Jul_1,Jul,set_2,Zurich,H6,C6bT,1,0,1
Zurich_Jul_1,Jul,set_2,Zurich,H6,C7aT,7,9.303844,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C7bT,16,0,16
Zurich_Jul_1,Jul,set_2,Zurich,H6,C8aT,4,3.25,0.75
Zurich_Jul_1,Jul,set_2,Zurich,H6,C8bT,6,3.2320509,2.7679491
Zurich_Jul_1,Jul,set_2,Zurich,H6,C9aT,48,50.47361,0
Zurich_Jul_1,Jul,set_2,Zurich,H6,C9bT,19,18.92615,0.07385
Zurich_Jul_2,Jul,set_2,Zurich,H7,C0aT,1280,79.290368,1200.709632
Zurich_Jul_2,Jul,set_2,Zurich,H7,C0bT,73,3.0653839,69.9346161
Zurich_Jul_2,Jul,set_2,Zurich,H7,C10bT,9,3.6213204,5.3786796
Zurich_Jul_2,Jul,set_2,Zurich,H7,C12aT,12,21.923991,0
Zurich_Jul_2,Jul,set_2,Zurich,H7,C13aT,4,2,2
Zurich_Jul_2,Jul,set_2,Zurich,H7,C14aT,3,0,3
Zurich_Jul_2,Jul,set_2,Zurich,H7,C14bT,3,0,3
Zurich_Jul_2,Jul,set_2,Zurich,H7,C15aT,1,0,1
Zurich_Jul_2,Jul,set_2,Zurich,H7,C18aT,3,1,2
Zurich_Jul_2,Jul,set_2,Zurich,H7,C18bT,171,79.7967,91.2033
Zurich_Jul_2,Jul,set_2,Zurich,H7,C20aT,14,25.812391,0
Zurich_Jul_2,Jul,set_2,Zurich,H7,C20bT,10,9.578331,0.421669
Zurich_Jul_2,Jul,set_2,Zurich,H7,C27aT,122,77.54093,44.45907
Zurich_Jul_2,Jul,set_2,Zurich,H7,C27bT,185,56.99511,128.00489
Zurich_Jul_2,Jul,set_2,Zurich,H7,C2aT,3,1,2
Zurich_Jul_2,Jul,set_2,Zurich,H7,C2bT,5,1,4
Zurich_Jul_2,Jul,set_2,Zurich,H7,C3bT,3,1,2
Zurich_Jul_2,Jul,set_2,Zurich,H7,C5aT,888,16.457441,871.542559
Zurich_Jul_2,Jul,set_2,Zurich,H7,C5bT,303,7.41996,295.58004
Zurich_Jul_2,Jul,set_2,Zurich,H7,C7aT,12,9.303844,2.696156
Zurich_Jul_2,Jul,set_2,Zurich,H7,C7bT,4,0,4
Zurich_Jul_2,Jul,set_2,Zurich,H7,C8aT,5,3.25,1.75
Zurich_Jul_2,Jul,set_2,Zurich,H7,C8bT,4,3.2320509,0.7679491
Zurich_Jul_2,Jul,set_2,Zurich,H7,C9aT,43,50.47361,0
Zurich_Jul_2,Jul,set_2,Zurich,H7,C9bT,23,18.92615,4.07385
Zurich_Jul_3,Jul,set_2,Zurich,H8,C0aT,74,79.290368,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C0bT,1,3.0653839,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C10aT,1,3.6213204,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C10bT,1,3.6213204,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C12aT,19,21.923991,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C12bT,1,1,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C13aT,2,2,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C14aT,5,0,5
Zurich_Jul_3,Jul,set_2,Zurich,H8,C15bT,1,1,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C18aT,1,1,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C18bT,101,79.7967,21.2033
Zurich_Jul_3,Jul,set_2,Zurich,H8,C20aT,14,25.812391,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C20bT,8,9.578331,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C27aT,70,77.54093,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C27bT,132,56.99511,75.00489
Zurich_Jul_3,Jul,set_2,Zurich,H8,C2aT,2,1,1
Zurich_Jul_3,Jul,set_2,Zurich,H8,C2bT,3,1,2
Zurich_Jul_3,Jul,set_2,Zurich,H8,C3aT,1,0,1
Zurich_Jul_3,Jul,set_2,Zurich,H8,C3bT,5,1,4
Zurich_Jul_3,Jul,set_2,Zurich,H8,C5aT,2130,16.457441,2113.542559
Zurich_Jul_3,Jul,set_2,Zurich,H8,C5bT,861,7.41996,853.58004
Zurich_Jul_3,Jul,set_2,Zurich,H8,C7aT,10,9.303844,0.696156
Zurich_Jul_3,Jul,set_2,Zurich,H8,C7bT,34,0,34
Zurich_Jul_3,Jul,set_2,Zurich,H8,C8aT,2,3.25,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C8bT,5,3.2320509,1.7679491
Zurich_Jul_3,Jul,set_2,Zurich,H8,C9aT,39,50.47361,0
Zurich_Jul_3,Jul,set_2,Zurich,H8,C9bT,22,18.92615,3.07385
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C0aT,25,79.290368,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C12aT,7,21.923991,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C18bT,19,79.7967,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C20aT,7,25.812391,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C20bT,3,9.578331,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C27aT,19,77.54093,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C27bT,23,56.99511,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C2aT,69,1,68
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C2bT,115,1,114
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C5aT,9,16.457441,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C5bT,6,7.41996,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C7aT,5,9.303844,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C8aT,2,3.25,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C9aT,15,50.47361,0
Altenrhein_Jun_1,Jun,set_2,Altenrhein,F7,C9bT,10,18.92615,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C0aT,12,79.290368,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C12aT,2,21.923991,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C14aT,1,0,1
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C18bT,10,79.7967,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C20aT,2,25.812391,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C20bT,2,9.578331,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C27aT,9,77.54093,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C27bT,16,56.99511,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C2aT,118,1,117
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C2bT,226,1,225
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C5aT,7,16.457441,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C7aT,4,9.303844,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C7bT,2,0,2
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C9aT,12,50.47361,0
Altenrhein_Jun_2,Jun,set_2,Altenrhein,F8,C9bT,5,18.92615,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C0aT,8,79.290368,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C0bT,2,3.0653839,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C10bT,2,3.6213204,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C12aT,4,21.923991,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C14aT,1,0,1
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C15aT,1,0,1
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C18bT,9,79.7967,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C20aT,4,25.812391,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C20bT,2,9.578331,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C27aT,6,77.54093,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C27bT,13,56.99511,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C5aT,203,16.457441,186.542559
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C5bT,95,7.41996,87.58004
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C7aT,7,9.303844,0
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C7bT,7,0,7
Altenrhein_Jun_3,Jun,set_2,Altenrhein,F9,C8aT,1,3.25,0
